tingkat setelah parent,parent,similarity
3,kesejahteraan,"[('kemakmuran', 0.6943721175193787), ('ketenteraman', 0.651062548160553), ('kemandirian', 0.6359918713569641), ('kemaslahatan', 0.6328839659690857), ('ketentraman', 0.6158024072647095), ('pemberdayaan', 0.6151523590087891), ('perekonomian', 0.6043583154678345), ('kesehatan', 0.6008718609809875), ('keadilan', 0.5917922854423523), ('ketertiban', 0.5842267870903015)]"
3,pertumbuhan,"[('pertumbuhannya', 0.7540216445922852), ('perkembangan', 0.7159836292266846), ('urbanisasi', 0.666480302810669), ('industrialisasi', 0.624091386795044), ('penurunan', 0.6226854920387268), ('pertambahan', 0.6224601864814758), ('lonjakan', 0.6175544857978821), ('kemajuan', 0.6120362281799316), ('laju', 0.6097354888916016), ('peningkatan', 0.6092364192008972)]"
3,pertanian,"[('agrikultur', 0.7290756106376648), ('peternakan', 0.7134352922439575), ('perikanan', 0.7081509828567505), ('kehutanan', 0.6673961281776428), ('pertaniannya', 0.6631674766540527), ('perladangan', 0.6601596474647522), ('perkebunan', 0.6594017744064331), ('budidaya', 0.6512464284896851), ('hortikultura', 0.6496056318283081), ('agribudaya', 0.6378735899925232)]"
3,perdagangan,"[('perniagaan', 0.718766450881958), ('perdangangan', 0.6653802394866943), ('dagang', 0.6197375655174255), ('perdagangannya', 0.6121960878372192), ('ekspor', 0.6003422737121582), ('perekonomian', 0.5869289636611938), ('pelabuhan', 0.5628764033317566), ('monopoli', 0.5624302625656128), ('perikanan', 0.5571475625038147), ('ekonomi', 0.5566653609275818)]"
3,infrastruktur,"[('infrastuktur', 0.6903454661369324), ('prasarana', 0.6682809591293335), ('transportasi', 0.6415230631828308), ('pembangunan', 0.6192876696586609), ('sarana', 0.6069998145103455), ('penyediaan', 0.5994892716407776), ('fasilitas', 0.5973982214927673), ('aksesibilitas', 0.5962974429130554), ('sanitasi', 0.5941054821014404), ('insfrastruktur', 0.5904520750045776)]"
3,industrialisasi,"[('modernisasi', 0.8187894821166992), ('urbanisasi', 0.7829944491386414), ('liberalisasi', 0.7281387448310852), ('globalisasi', 0.6632999777793884), ('deregulasi', 0.6442830562591553), ('kemunduran', 0.6410505771636963), ('perkembangan', 0.6352508664131165), ('berkembangnya', 0.6283173561096191), ('kemajuan', 0.626400351524353), ('pertumbuhan', 0.624091386795044)]"
3,produktivitas,"[('produktifitas', 0.810669481754303), ('efisiensi', 0.7792274355888367), ('efektivitas', 0.7166655659675598), ('efektifitas', 0.6847087740898132), ('kualitas', 0.6630525588989258), ('kinerja', 0.6485257744789124), ('fleksibilitas', 0.6453389525413513), ('ketersediaan', 0.6417070627212524), ('keefektifan', 0.6236575841903687), ('efesiensi', 0.6220924854278564)]"
3,inflasi,"[('defisit', 0.7442452311515808), ('hiperinflasi', 0.7091429829597473), ('pengangguran', 0.6891329884529114), ('deflasi', 0.6693605184555054), ('resesi', 0.6533281803131104), ('lonjakan', 0.6342495083808899), ('surplus', 0.6272174715995789), ('kerugian', 0.6213099956512451), ('fluktuasi', 0.6156279444694519), ('perlambatan', 0.614001989364624)]"
3,urbanisasi,"[('industrialisasi', 0.7829943895339966), ('pertumbuhan', 0.6664803624153137), ('penyusutan', 0.6384975910186768), ('pesatnya', 0.623415470123291), ('gentrifikasi', 0.6230756640434265), ('deforestasi', 0.621168851852417), ('migrasi', 0.6194987893104553), ('lonjakan', 0.6097602844238281), ('emigrasi', 0.6003494262695312), ('ekonominya', 0.595957338809967)]"
3,kestabilan,"[('stabilitas', 0.8723876476287842), ('keseimbangan', 0.7049654126167297), ('efektivitas', 0.70130854845047), ('efisiensi', 0.6659354567527771), ('konsistensi', 0.6375712752342224), ('keteraturan', 0.6313832402229309), ('stabilisasi', 0.6152824759483337), ('efektifitas', 0.6114643812179565), ('ketahanan', 0.6077982187271118), ('produktivitas', 0.6031668186187744)]"
3,finansial,"[('keuangan', 0.6956010460853577), ('likuiditas', 0.6342929601669312), ('investasi', 0.618036150932312), ('moneter', 0.6079126000404358), ('pembiayaan', 0.5987647771835327), ('perbankan', 0.59391188621521), ('ekonomi', 0.5726214051246643), ('pendanaan', 0.5626208782196045), ('ekonominya', 0.5616227388381958), ('keuangannya', 0.5609408617019653)]"
3,birokrasi,"[('sentralisasi', 0.6838011145591736), ('desentralisasi', 0.6359955072402954), ('aparatur', 0.6213721632957458), ('politik', 0.5987081527709961), ('pemerintahan', 0.5978898406028748), ('agraria', 0.5897793173789978), ('kebijakan', 0.5892515778541565), ('administrasi', 0.5751615166664124), ('birokrat', 0.5740874409675598), ('tersentralisasi', 0.5723247528076172)]"
3,militer,"[('militernya', 0.7004894614219666), ('kemiliteran', 0.6468478441238403), ('ketentaraan', 0.6230774521827698), ('tentara', 0.6179527640342712), ('politik', 0.5913404822349548), ('pertahanan', 0.5592871308326721), ('diplomatik', 0.5528944730758667), ('gerilya', 0.5446318984031677), ('bersenjata', 0.5424820184707642), ('sekutu', 0.5408002734184265)]"
3,sosialnya,"[('sosial', 0.6959101557731628), ('interpersonal', 0.5841770172119141), ('subjektif', 0.5724035501480103), ('duniawi', 0.5712645649909973), ('seksualnya', 0.5599982142448425), ('kekeluargaan', 0.5432745218276978), ('kultural', 0.5417446494102478), ('psikologis', 0.5410358309745789), ('politiknya', 0.5405499339103699), ('pribadinya', 0.5373190641403198)]"
3,kemasyarakatan,"[('kepemudaan', 0.6801504492759705), ('sosial', 0.642237663269043), ('kelembagaan', 0.6220017671585083), ('kemahasiswaan', 0.5840615034103394), ('kerakyatan', 0.5839506983757019), ('keorganisasian', 0.5691527128219604), ('pkk', 0.5634724497795105), ('keagamaan', 0.5594395399093628), ('kaderisasi', 0.5539591908454895), ('lmd', 0.55097496509552)]"
3,keagamaan,"[('religius', 0.7825822830200195), ('sekuler', 0.6488975286483765), ('agama', 0.6379711031913757), ('agamawi', 0.6370646357536316), ('spiritualitas', 0.6274856925010681), ('relijius', 0.6032722592353821), ('keislaman', 0.5969280004501343), ('monastik', 0.5916361212730408), ('peribadatan', 0.5885405540466309), ('sosial', 0.5883423089981079)]"
3,kultural,"[('sosiologis', 0.7500593066215515), ('filosofis', 0.7311978936195374), ('historis', 0.7138159275054932), ('ideologis', 0.7127987146377563), ('subjektif', 0.70058673620224), ('politis', 0.689014196395874), ('konseptual', 0.6816690564155579), ('konkret', 0.6769237518310547), ('ekologis', 0.6762705445289612), ('kontekstual', 0.6714963912963867)]"
3,kelembagaan,"[('hierarkis', 0.67516028881073), ('hirarkis', 0.6538791060447693), ('struktural', 0.6383672952651978), ('integratif', 0.6357599496841431), ('kolegial', 0.6339008212089539), ('partisipatif', 0.6320638060569763), ('kemasyarakatan', 0.6220017075538635), ('fungsional', 0.6203128695487976), ('penguatan', 0.6178389191627502), ('desentralisasi', 0.615229606628418)]"
3,stratifikasi,"[('sosio', 0.6246249079704285), ('kohesi', 0.6217544674873352), ('dinamika', 0.592612624168396), ('hierarkial', 0.5823954343795776), ('ketidaksamaan', 0.5822580456733704), ('darwinis', 0.571042001247406), ('ketidaksetaraan', 0.5707294940948486), ('etnisitas', 0.568539023399353), ('orientasi', 0.5682442784309387), ('kompleksitas', 0.5651237368583679)]"
3,perbankan,"[('keuangan', 0.7136131525039673), ('bank', 0.6677559018135071), ('syariah', 0.6672618985176086), ('investasi', 0.6550089716911316), ('moneter', 0.6433130502700806), ('ritel', 0.6231989860534668), ('pembiayaan', 0.6223660707473755), ('reasuransi', 0.615978479385376), ('permodalan', 0.6132468581199646), ('sekuritas', 0.6109508275985718)]"
3,keuangannya,"[('keuangan', 0.6304057836532593), ('finansial', 0.5609409213066101), ('likuiditas', 0.5141947269439697), ('debitur', 0.5079163908958435), ('utang', 0.49800363183021545), ('ekonominya', 0.49435967206954956), ('utangnya', 0.4718150496482849), ('nasabah', 0.46867257356643677), ('investasinya', 0.4681118130683899), ('hutang', 0.46504974365234375)]"
3,investasi,"[('pembiayaan', 0.7248133420944214), ('investor', 0.7199079394340515), ('modal', 0.6907714009284973), ('pendanaan', 0.6748782992362976), ('investasinya', 0.6729669570922852), ('perbankan', 0.6550089716911316), ('likuiditas', 0.6418824791908264), ('permodalan', 0.639606773853302), ('restrukturisasi', 0.6313115954399109), ('keuangan', 0.6298735737800598)]"
3,pembiayaan,"[('pendanaan', 0.7977121472358704), ('subsidi', 0.7379457950592041), ('investasi', 0.7248133420944214), ('apbn', 0.6820130348205566), ('insentif', 0.6809534430503845), ('dana', 0.677911102771759), ('penyaluran', 0.675345242023468), ('kliring', 0.6732906699180603), ('penyediaan', 0.670099139213562), ('perizinan', 0.6648212671279907)]"
3,likuiditas,"[('ekuitas', 0.7179022431373596), ('deposito', 0.6660167574882507), ('solvabilitas', 0.6503654718399048), ('reksadana', 0.6499595642089844), ('pembiayaan', 0.6490928530693054), ('investasi', 0.6418824791908264), ('moneter', 0.6387322545051575), ('finansial', 0.6342929005622864), ('hipotek', 0.6307762861251831), ('kliring', 0.628447949886322)]"
3,perpajakan,"[('perizinan', 0.6732296943664551), ('akuntansi', 0.6582860946655273), ('kepabeanan', 0.6501076817512512), ('keimigrasian', 0.6464456915855408), ('penganggaran', 0.6395989656448364), ('pengurusan', 0.6380143761634827), ('kepegawaian', 0.6248468160629272), ('audit', 0.6245903372764587), ('penjaminan', 0.6235523819923401), ('akuntabilitas', 0.6197534799575806)]"
3,fiskal,"[('moneter', 0.6591418385505676), ('anggaran', 0.6405580639839172), ('defisit', 0.6346130967140198), ('pembiayaan', 0.6171644926071167), ('apbn', 0.6121180653572083), ('keuangan', 0.608287513256073), ('pengurangan', 0.60677170753479), ('alokasi', 0.6005617380142212), ('likuiditas', 0.5993825793266296), ('penganggaran', 0.5848246216773987)]"
3,geopolitik,"[('sosio', 0.6826531887054443), ('kultural', 0.6179822683334351), ('hegemoni', 0.6110323667526245), ('sosiologis', 0.604541003704071), ('ontologi', 0.5933595895767212), ('sosioekonomi', 0.5876501202583313), ('ekologis', 0.5825425386428833), ('strukturalisme', 0.5823895335197449), ('linguistik', 0.5787144303321838), ('politis', 0.5751523971557617)]"
3,sosiologis,"[('kultural', 0.7500593066215515), ('antropologis', 0.7431254386901855), ('epistemologis', 0.7303470373153687), ('metodologis', 0.7293441891670227), ('fenomenologis', 0.7214661836624146), ('konseptual', 0.7181621789932251), ('ontologis', 0.7135503888130188), ('subjektif', 0.6962494254112244), ('holistik', 0.6948185563087463), ('filosofis', 0.6875705122947693)]"
3,ketidaksetaraan,"[('ketimpangan', 0.7141441106796265), ('jender', 0.6644967794418335), ('sosio', 0.6457463502883911), ('disparitas', 0.6408836245536804), ('kesetaraan', 0.6251412630081177), ('neoliberalisme', 0.6073485612869263), ('ketidakadilan', 0.6023145318031311), ('intoleransi', 0.5916569828987122), ('konsumerisme', 0.5833785533905029), ('kesenjangan', 0.5816948413848877)]"
3,ketimpangan,"[('kesenjangan', 0.8130887150764465), ('ketidaksetaraan', 0.7141441702842712), ('disparitas', 0.6713767051696777), ('sosio', 0.6272773742675781), ('pertentangan', 0.6176455616950989), ('ketegangan', 0.6033915877342224), ('perimbangan', 0.6026514172554016), ('ketidaksesuaian', 0.6009107828140259), ('pembauran', 0.6003815531730652), ('kohesi', 0.5939033627510071)]"
3,institusional,"[('ideologis', 0.6919947862625122), ('normatif', 0.6535292863845825), ('hierarkis', 0.6507889032363892), ('hirarkis', 0.6341385245323181), ('libertarianisme', 0.6304366588592529), ('neoliberalisme', 0.6285048723220825), ('sosio', 0.6147065758705139), ('otoritarianisme', 0.6086702942848206), ('kelembagaan', 0.6031546592712402), ('politis', 0.6014320850372314)]"
3,kerakyatan,"[('berkeadilan', 0.6690830588340759), ('kemandirian', 0.6176713705062866), ('sosio', 0.6036259531974792), ('kewirausahaan', 0.5965678691864014), ('pancasila', 0.5934751033782959), ('kemasyarakatan', 0.5839506983757019), ('marhaenisme', 0.5806208252906799), ('terwujudnya', 0.5798007249832153), ('demokrasi', 0.5784728527069092), ('radikalisme', 0.5711115598678589)]"
3,mikro,"[('makro', 0.6979312896728516), ('osilator', 0.5444229245185852), ('komputasi', 0.5391488075256348), ('optis', 0.5177584290504456), ('elastisitas', 0.517556369304657), ('utilitas', 0.5146304368972778), ('simulasi', 0.5134779214859009), ('inklusi', 0.5132849216461182), ('giroskop', 0.5131558775901794), ('makroskopik', 0.5108868479728699)]"
3,kuantitatif,"[('kualitatif', 0.9072697758674622), ('matematis', 0.8509806990623474), ('empiris', 0.8459579348564148), ('teoretis', 0.816287100315094), ('analitis', 0.7530584931373596), ('konseptual', 0.7510219812393188), ('teoritis', 0.7447906136512756), ('statistika', 0.7400017380714417), ('fisis', 0.7274184823036194), ('numerik', 0.7244554162025452)]"
3,kualitatif,"[('kuantitatif', 0.9072697758674622), ('empiris', 0.8457097411155701), ('matematis', 0.8029438853263855), ('teoritis', 0.7627592086791992), ('konseptual', 0.7612940073013306), ('teoretis', 0.7533966898918152), ('analitis', 0.7474913597106934), ('objektif', 0.7386386394500732), ('sistematik', 0.729449450969696), ('fisis', 0.7168593406677246)]"
3,spasial,"[('fisis', 0.7426052093505859), ('keruangan', 0.7339026927947998), ('makroskopik', 0.6958003044128418), ('kuantitatif', 0.6837068200111389), ('kontinu', 0.6815992593765259), ('matematis', 0.6756123900413513), ('kualitatif', 0.6748672127723694), ('intrinsik', 0.6612040996551514), ('adaptif', 0.651608943939209), ('makro', 0.6480231881141663)]"
3,konseptual,"[('matematis', 0.7857297658920288), ('kualitatif', 0.761293888092041), ('intuitif', 0.7517815828323364), ('kuantitatif', 0.7510219812393188), ('teoretis', 0.7502411603927612), ('metodologis', 0.7381508350372314), ('empiris', 0.7375385761260986), ('konkret', 0.7314642667770386), ('teoritis', 0.7278029918670654), ('holistik', 0.7269138693809509)]"
3,matematis,"[('kuantitatif', 0.8509808778762817), ('teoretis', 0.8377062082290649), ('empiris', 0.8157078623771667), ('kualitatif', 0.8029438257217407), ('konseptual', 0.785729706287384), ('rekursif', 0.7751510739326477), ('implisit', 0.7702113389968872), ('teoritis', 0.7700425982475281), ('numerik', 0.7691201567649841), ('kontinu', 0.7661768198013306)]"
3,ekologis,"[('ekologi', 0.7187378406524658), ('kultural', 0.6762704849243164), ('ekosistem', 0.6451310515403748), ('berkelanjutan', 0.6401132345199585), ('keruangan', 0.6287355422973633), ('keberlanjutan', 0.6284396648406982), ('makro', 0.6128057837486267), ('demografis', 0.6014634966850281), ('pemanfaatan', 0.6010980010032654), ('sosio', 0.5979359745979309)]"
3,berkelanjutan,"[('menyeluruh', 0.6963786482810974), ('terencana', 0.6567220091819763), ('ekologis', 0.6401131749153137), ('keberlanjutan', 0.6278164386749268), ('optimal', 0.6148772835731506), ('makro', 0.6123526692390442), ('holistik', 0.6086522936820984), ('kolaboratif', 0.5871622562408447), ('ekstensif', 0.5817535519599915), ('substansial', 0.5816550254821777)]"
3,fisis,"[('makroskopik', 0.7913070917129517), ('diskrit', 0.7630074620246887), ('matematis', 0.7484496235847473), ('spasial', 0.7426052093505859), ('stokastik', 0.741669237613678), ('intrinsik', 0.7304647564888), ('kuantitatif', 0.7274184823036194), ('mikroskopik', 0.7233195900917053), ('dinamik', 0.7185477018356323), ('makroskopis', 0.7183963060379028)]"
3,bisnisnya,"[('usahanya', 0.7408128976821899), ('bisnis', 0.686161994934082), ('perusahaannya', 0.6547893285751343), ('berbisnis', 0.6006293892860413), ('investasinya', 0.5892654061317444), ('kegiatannya', 0.5588550567626953), ('pekerjaannya', 0.5525133609771729), ('usaha', 0.5484881401062012), ('aktivitasnya', 0.5408511757850647), ('operasinya', 0.5364787578582764)]"
3,pemasaran,"[('periklanan', 0.7374553680419922), ('bisnis', 0.6518283486366272), ('marketing', 0.6484761834144592), ('manajemen', 0.5760886669158936), ('bauran', 0.5699164867401123), ('pemasarannya', 0.5690949559211731), ('retail', 0.5653949975967407), ('ritel', 0.56389319896698), ('pendistribusian', 0.5637550950050354), ('korporat', 0.5629807710647583)]"
3,periklanan,"[('pemasaran', 0.737455427646637), ('korporat', 0.6342229247093201), ('bisnis', 0.6253592371940613), ('marketing', 0.6185111403465271), ('advertising', 0.6107118129730225), ('ritel', 0.6093710660934448), ('korporasi', 0.5937747955322266), ('jurnalisme', 0.5906059145927429), ('konsultan', 0.5713777542114258), ('retail', 0.5676897764205933)]"
3,usaha,"[('usahanya', 0.6880578398704529), ('upaya', 0.6379132866859436), ('bisnis', 0.6003713607788086), ('umkm', 0.5532671213150024), ('bisnisnya', 0.5484880805015564), ('modal', 0.5383523106575012), ('kegiatan', 0.5358849167823792), ('koperasi', 0.5304688811302185), ('permodalan', 0.5214009881019592), ('perekonomian', 0.5172989368438721)]"
3,industri,"[('manufaktur', 0.6768614053726196), ('sektor', 0.644921600818634), ('tekstil', 0.6239673495292664), ('pertambangan', 0.6185424327850342), ('bisnis', 0.5981689691543579), ('agrikultur', 0.5826792120933533), ('perkayuan', 0.5776885747909546), ('komersial', 0.5740159153938293), ('perindustrian', 0.5691048502922058), ('garmen', 0.5670135617256165)]"
3,perhotelan,"[('kepariwisataan', 0.6761558651924133), ('hospitality', 0.6354251503944397), ('agribisnis', 0.6351175308227539), ('agro', 0.6274065375328064), ('perkayuan', 0.6246737837791443), ('katering', 0.6106488704681396), ('pergudangan', 0.6104373335838318), ('agrobisnis', 0.6084370613098145), ('akomodasi', 0.6073576807975769), ('retail', 0.6038782596588135)]"
3,ritel,"[('retail', 0.8225908875465393), ('eceran', 0.7962605953216553), ('pengecer', 0.7512217164039612), ('minimarket', 0.6948831677436829), ('grosir', 0.6625968813896179), ('peritel', 0.6463152170181274), ('hipermarket', 0.6373878121376038), ('sekuritas', 0.6364017128944397), ('ikea', 0.6271708011627197), ('korporat', 0.6271262764930725)]"
3,korporasi,"[('korporat', 0.7127910852432251), ('konsorsium', 0.6719792485237122), ('perusahan', 0.6417016386985779), ('ekuitas', 0.6311325430870056), ('firma', 0.6159745454788208), ('investment', 0.6155283451080322), ('perbankan', 0.6080784797668457), ('sekuritas', 0.6069073677062988), ('multinasional', 0.6034336686134338), ('perusahaan', 0.6013821363449097)]"
3,imf,"[('moneter', 0.6838259100914001), ('oecd', 0.6824512481689453), ('wto', 0.6559590697288513), ('monetary', 0.6462742686271667), ('unhcr', 0.6295830011367798), ('undp', 0.6193532347679138), ('fund', 0.5967803001403809), ('dmi', 0.5944209694862366), ('adb', 0.5939798951148987), ('policy', 0.5777099132537842)]"
3,deregulasi,"[('liberalisasi', 0.7888448238372803), ('privatisasi', 0.7269322276115417), ('swastanisasi', 0.6851611137390137), ('restrukturisasi', 0.6784402132034302), ('nasionalisasi', 0.6519829034805298), ('industrialisasi', 0.6442831158638), ('modernisasi', 0.6224425435066223), ('glasnost', 0.6171603202819824), ('rasionalisasi', 0.615260899066925), ('sentralisasi', 0.5972729325294495)]"
3,mikroekonomi,"[('makroekonomi', 0.7107937335968018), ('keynesian', 0.6328378319740295), ('neoliberal', 0.6009809374809265), ('statistika', 0.5891389846801758), ('makro', 0.5759259462356567), ('analitik', 0.5684338212013245), ('fungsionalisme', 0.5577362179756165), ('ricardian', 0.554302990436554), ('regresi', 0.5534088015556335), ('korporatisme', 0.5499778389930725)]"
3,statistika,"[('analitik', 0.7918628454208374), ('kalkulus', 0.7655839920043945), ('kuantitatif', 0.7400017380714417), ('matematik', 0.7372134327888489), ('komputasional', 0.7343183159828186), ('trigonometri', 0.7266497015953064), ('metodologi', 0.7247198224067688), ('mekanika', 0.7239735126495361), ('molekular', 0.712995171546936), ('optika', 0.7120727300643921)]"
4,masyarakatnya,"[('masyarakat', 0.7762371301651001), ('warganya', 0.7700620293617249), ('masayarakat', 0.6354169249534607), ('masyarkat', 0.617416501045227), ('rakyatnya', 0.6037372946739197), ('bertani', 0.5911166667938232), ('warga', 0.5685040950775146), ('perekonomiannya', 0.5605455636978149), ('bermasyarakat', 0.5592295527458191), ('budayanya', 0.558212399482727)]"
4,industrinya,"[('manufaktur', 0.5706673264503479), ('industri', 0.566827654838562), ('administrasinya', 0.5526512861251831), ('grosir', 0.5385048985481262), ('perekonomiannya', 0.5258687138557434), ('tekstil', 0.5149869322776794), ('agrikultur', 0.49321481585502625), ('agrikultural', 0.4882251024246216), ('kepariwisataan', 0.48764464259147644), ('bisnis', 0.4841940402984619)]"
4,agraris,"[('pedesaan', 0.6161187887191772), ('pertanian', 0.5875562429428101), ('heterogen', 0.5871220231056213), ('bertani', 0.5712379813194275), ('perkotaan', 0.556712806224823), ('subsisten', 0.5565529465675354), ('kosmopolitan', 0.5564000010490417), ('agrikultur', 0.5547318458557129), ('masyarakatnya', 0.5523731112480164), ('perdesaan', 0.552187979221344)]"
4,pertumbuhannya,"[('pertumbuhan', 0.7540215849876404), ('tumbuhnya', 0.6036064624786377), ('melambat', 0.5995245575904846), ('perkecambahan', 0.5794410705566406), ('perkembangan', 0.5760254263877869), ('industrialisasi', 0.5686218738555908), ('urbanisasi', 0.566562294960022), ('menyusut', 0.5539022088050842), ('membesar', 0.553424596786499), ('laju', 0.5520549416542053)]"
4,sektor,"[('industri', 0.6449217200279236), ('bidang', 0.6090075373649597), ('subsektor', 0.5633746385574341), ('umkm', 0.5615580081939697), ('infrastruktur', 0.5605912208557129), ('komoditas', 0.5520182847976685), ('perekonomian', 0.548184335231781), ('dibidang', 0.543292224407196), ('perekonomiannya', 0.518994927406311), ('komoditi', 0.5172381401062012)]"
4,kemakmuran,"[('kedamaian', 0.6974918842315674), ('kesejahteraan', 0.6943721771240234), ('kebahagiaan', 0.6574845910072327), ('kemandirian', 0.5937656760215759), ('kejayaan', 0.5917841792106628), ('ketenteraman', 0.5773457288742065), ('ketentraman', 0.5770000219345093), ('kesuburan', 0.5763266086578369), ('perekonomian', 0.5700678825378418), ('kemajuan', 0.5691371560096741)]"
4,ketenteraman,"[('ketentraman', 0.8327071666717529), ('ketertiban', 0.780512273311615), ('keutuhan', 0.6809495687484741), ('kesejahteraan', 0.651062548160553), ('kedamaian', 0.6508952379226685), ('kemaslahatan', 0.6436157822608948), ('keberlangsungan', 0.6389167904853821), ('keharmonisan', 0.6121273040771484), ('terwujudnya', 0.6094993352890015), ('ketenangan', 0.6079188585281372)]"
4,kemandirian,"[('terwujudnya', 0.7179490327835083), ('kreativitas', 0.6842958331108093), ('keberlanjutan', 0.6626337170600891), ('profesionalisme', 0.6584345102310181), ('penguatan', 0.6574857831001282), ('kreatifitas', 0.6439858675003052), ('kewirausahaan', 0.6408053040504456), ('integritas', 0.6400118470191956), ('kesejahteraan', 0.6359918117523193), ('pemerataan', 0.6353636384010315)]"
4,kemaslahatan,"[('menyejahterakan', 0.6490240097045898), ('ketenteraman', 0.64361572265625), ('kesejahteraan', 0.6328839063644409), ('tegaknya', 0.631595253944397), ('kepentingan', 0.6129922866821289), ('keutuhan', 0.5991097688674927), ('ketentraman', 0.5928127765655518), ('terwujudnya', 0.5910775661468506), ('kebaikan', 0.573861300945282), ('memberdayakan', 0.5710665583610535)]"
4,ketentraman,"[('ketenteraman', 0.8327071666717529), ('ketertiban', 0.7908859252929688), ('kedamaian', 0.7394471168518066), ('keutuhan', 0.685161292552948), ('ketenangan', 0.6437961459159851), ('kesejahteraan', 0.6158024072647095), ('keharmonisan', 0.6013034582138062), ('kemaslahatan', 0.592812716960907), ('martabat', 0.5771183371543884), ('kemakmuran', 0.5769999623298645)]"
4,pemberdayaan,"[('advokasi', 0.6801814436912537), ('pendampingan', 0.6378154158592224), ('memberdayakan', 0.6351836919784546), ('keberdayaan', 0.6286426782608032), ('pkk', 0.6272574067115784), ('pembinaan', 0.6186267733573914), ('kesejahteraan', 0.6151524186134338), ('linmas', 0.5969908237457275), ('ketenagakerjaan', 0.5895591378211975), ('sosialisasi', 0.586681604385376)]"
